CODE,Omschrijving
51521000-0,Installatie van landbouwmachines
51522000-7,Installatie van bosbouwmachines
51530000-6,Installatie van gereedschapswerktuigen
51540000-9,Installatie van machines en uitrusting voor bijzondere doeleinden
51541000-6,"Installatie van mijnbouw-, delf-, bouw- en metaalbewerkingsmachines"
51541100-7,Installatie van mijnbouwmachines
51541200-8,Installatie van delfmachines
51541300-9,Installatie van bouwmachines
51541400-0,Installatie van metaalbewerkingsmachines
51542000-3,"Installatie van voedings-, drank- en tabaksverwerkende machines"
51542100-4,Installatie van voedingsverwerkende machines
51542200-5,Installatie van drankverwerkende machines
51542300-6,Installatie van tabaksverwerkende machines
51543000-0,"Installatie van textiel-, kleding- en lederproductiemachines"
51543100-1,Installatie van textielproductiemachines
51543200-2,Installatie van kledingproductiemachines
51543300-3,Installatie van lederproductiemachines
51543400-4,"Installatie van wasmachines, machines voor chemisch reinigen en droogmachines"
51544000-7,Installatie van papier- en kartonproductiemachines
51544100-8,Installatie van papierproductiemachines
51544200-9,Installatie van kartonproductiemachines
51545000-4,Plaatsingsdiensten voor straatbrievenbussen
51550000-2,Installatie van wapensystemen
51600000-8,Installatie van computers en kantooruitrusting
51610000-1,Installatie van computers en informatieverwerkende uitrusting
51611000-8,Installatie van computers
51611100-9,Installatie van hardware
51611110-2,Installatiediensten voor realtimevisualisatieschermen/borden voor vertrek- en aankomsttijden op luchthavens
51611120-5,Installatiediensten voor realtimevisualisatieschermen/borden voor vertrek- en aankomsttijden op stations
51612000-5,Installatie van informatieverwerkende uitrusting
51620000-4,Installatie van kantooruitrusting
51700000-9,Installatiediensten voor brandbstrijdingsapparatuur
51800000-0,Installatie van metalen containers
51810000-3,Installatie van tanks
51820000-6,Installatie van reservoirs
51900000-1,Installatiediensten voor bebakenings- en besturingssystemen
55000000-0,"Diensten voor hotel, restaurant en detailhandel"
55100000-1,Hoteldiensten
55110000-4,Diensten voor hotelaccomodatie
55120000-7,Diensten voor vergaderingen en conferenties in hotel
55130000-0,Overige hoteldiensten
55200000-2,Kampeerterreinen en andere accommodatie met uitzondering van hotels
55210000-5,Jeugdherberg
55220000-8,Kampeerterrein
55221000-5,Caravanterrein
55240000-4,Vakantiecentra en -huizen
55241000-1,Vakantiecentra
55242000-8,Vakantiehuizen
55243000-5,Vakantiekampen voor kinderen
55250000-7,Verhuur van gemeubileerde accommodatie voor kortstondig verblijf
55260000-0,Slaapwagen
55270000-3,Logies-met-ontbijtpensions
55300000-3,Bereiden en serveren van maaltijden
55310000-6,Kelnerdiensten
55311000-3,Kelnerdiensten voor niet-openbare eetgelegenheid
55312000-0,Kelnerdiensten voor openbare eetgelegenheid
55320000-9,Serveren van maaltijden
55321000-6,Bereiden van maaltijden
55322000-3,Koken van maaltijden
55330000-2,Cafetariadiensten
55400000-4,Verstrekken van dranken
55410000-7,Barbeheer
55500000-5,Kantine- en cateringdiensten
55510000-8,Kantinediensten
55511000-5,Diensten voor kantines en andere niet-openbare cafetaria's
55512000-2,Kantinebeheer
55520000-1,Cateringdiensten
55521000-8,Cateringdiensten voor particulieren
55521100-9,Warmemaaltijddiensten
55521200-0,Maaltijdbezorgingsdiensten
55522000-5,Catering voor transportbedrijven
55523000-2,"Catering voor ondernemingen of instellingen, uitgezonderd transportbedrijven"
55523100-3,Verstrekken van schoolmaaltijden
55524000-9,Catering voor scholen
55900000-9,Detailhandelsdiensten
60000000-8,Vervoersdiensten (uitg. vervoer van afval)
60100000-9,Wegvervoersdiensten
60112000-6,Openbaarvervoersdiensten
60120000-5,Taxidiensten
60130000-8,Diensten voor speciaal personenvervoer over land
60140000-1,Personenvervoer zonder dienstregeling
60150000-4,Personenvervoer met door dieren getrokken voertuigen
60160000-7,Postvervoer over de weg
60161000-4,Pakketvervoer
60170000-0,Verhuur van voertuigen voor personenvervoer met chauffeur
60171000-7,Verhuur van personenauto's met chauffeur
60172000-4,Bus- en autobusverhuur met chauffeur
60180000-3,Verhuur van voertuigen voor goederenvervoer met chauffeur
60181000-0,Verhuur van vrachtwagens met chauffeur
60182000-7,Verhuur van industriële voertuigen met chauffeur
60183000-4,Bestelwagenverhuur met chauffeur
60200000-0,Vervoersdiensten per spoor
60210000-3,Openbaar vervoersdiensten per spoor
60220000-6,Postvervoer per spoor
60300000-1,Transport via pijpleiding
60400000-2,Luchtvervoer
60410000-5,Luchtvervoer volgens dienstregeling
60411000-2,Diensten voor luchtpostvervoer volgens dienstregeling
60420000-8,Luchtvervoer zonder dienstregeling
60421000-5,Diensten voor luchtpostvervoer zonder dienstregeling
60423000-9,Vliegtuigcharterdiensten
60424000-6,Verhuur van transportmiddelen voor luchtvervoer met bemanning
60424100-7,Verhuur van luchtvaartuigen met bemanning
60424110-0,Verhuur van vliegtuigen met bemanning
60424120-3,Verhuur van helikopters met bemanning
60440000-4,Luchtvaart- en aanverwante diensten
60441000-1,Sproeien vanuit vliegtuigen
60442000-8,Bosbrandbestrijding vanuit de lucht
60443000-5,Luchtreddingsdiensten
60443100-6,Lucht/zeereddingsdiensten
60444000-2,Exploitatie van vliegtuigen
60444100-3,Pilootdiensten
60445000-9,Vliegtuigexploitatie
60500000-3,Vervoer door de ruimte
60510000-6,Satellietlanceringsdiensten
60520000-9,Diensten voor experimentele belading
60600000-4,Vervoer te water
60610000-7,Vervoer per veerboot
60620000-0,Postvervoer over water
60630000-3,Inzet van kabelschip
60640000-6,Scheepvaartactiviteiten
60650000-9,Verhuur van transportmiddelen voor vervoer over water met bemanning
60651000-6,Verhuur van vaartuigen met bemanning
60651100-7,Verhuur van zeeschepen met bemanning
60651200-8,Verhuur van binnenvaartschepen met bemanning
60651300-9,Inzet van schepen voor vervuilingsbestrijding
60651400-0,Inzet van schepen voor zwaar transport
60651500-1,Inzet van hulpschip
60651600-2,Inzet van offshorebevoorradingsschip
60653000-0,Botenverhuur met bemanning
63000000-9,Ondersteunende en aanvullende vervoersdiensten; reisbureaudiensten
63100000-0,Vrachtbehandeling en opslag
63110000-3,Vrachtbehandeling
63111000-0,Containervervoer
63112000-7,Bagagevervoer
63112100-8,Vervoer van passagiersbagage
63112110-1,Ophalen van bagage
63120000-6,Opslag- en magazijndiensten
63121000-3,Opslag- en opzoekdiensten
63121100-4,Opslagdiensten
63121110-7,Gasopslag
63122000-0,Opslag in magazijn
63500000-4,"Reisbureau- en touroperatordiensten, hulp aan toeristen"
63510000-7,Reisbureaudiensten en dergelijke
63511000-4,Organisatie van pakketreizen
63512000-1,Verkoop van reistickets en pakketreisdiensten
63513000-8,Verstrekken van toeristische informatie
63514000-5,Reisleidersdiensten
63515000-2,Reisdiensten
63516000-9,Reisorganisatiediensten
63520000-0,Expeditiekantoordiensten
63521000-7,Dienstverlening door bevrachtingsagentschap
63522000-4,Cargadoorsdiensten
63523000-1,Scheepsagent- en expediteursdiensten
63524000-8,Voorbereiden van vervoersdocumenten
63700000-6,"Ondersteunende diensten voor vervoer over land, te water en door de lucht"
63710000-9,Ondersteunende diensten voor vervoer over land
63711000-6,Ondersteunende diensten voor vervoer per spoor
63711100-7,Treinbewakingsdiensten
63711200-8,Diensten voor rondtrekkende workshops
63712000-3,Ondersteunende diensten voor vervoer over de weg
63712100-4,Busstationdiensten
63712200-5,Beheer van wegen
63712210-8,Toldiensten voor autowegen
63712300-6,Exploitatie van bruggen en tunnels
63712310-9,Exploitatie van bruggen
63712311-6,Brugtoldiensten
63712320-2,Exploitatie van tunnel
63712321-9,Tunneltoldiensten
63712400-7,Exploitatie van parkeerterreinen
63712500-8,Weegbrugdiensten
63712600-9,Brandstofbevoorrading voor voertuigen
63712700-0,Verkeersleidingsdiensten
63712710-3,Verkeersbewakingsdiensten
63720000-2,Ondersteunende diensten voor vervoer over water
63721000-9,Exploitatie van havens en waterwegen en aanverwante diensten
63721100-0,Bunkeren
63721200-1,Exploitatie van haven
63721300-2,Exploitatie van waterwegen
63721400-3,Bijtanken van schepen
63721500-4,Exploitatie van passagiersterminal
63722000-6,Scheepsloodsdiensten
63723000-3,Afmeerdiensten
63724000-0,Navigatiediensten
63724100-1,Offshore-positiebepaling
63724110-4,In positie brengen van lichtschip
63724200-2,Lichtschipexploitatie
63724300-3,Plaatsen van boeien
63724310-6,Markering d.m.v. boeien
63724400-4,Vuurtorendiensten
63725000-7,Bergen en lichten van schepen
63725100-8,Diensten voor het bergen van vaartuigen
63725200-9,Wachtschipdiensten
63725300-0,Lichten van vaartuigen
63726000-4,Diverse ondersteunende diensten voor vervoer over water
63726100-5,Scheepsregistratie
63726200-6,IJsbrekerdiensten
63726300-7,Opslag van schepen
63726400-8,Bevrachting van schepen
63726500-9,Opleggen van schepen
63726600-0,Scheepsexploitatiediensten
63726610-3,Diensten voor het te water laten van schepen
63726620-6,Diensten door onbemand duikvaartuig
63726700-1,Vissersvaartuigdiensten
63726800-2,Onderzoeksvaartuigdiensten
63726900-3,Inzet van kettingboot
63727000-1,Inzet van sleep- en duwboten
63727100-2,Sleepdiensten
63727200-3,Duwdiensten
63730000-5,Ondersteunende diensten voor luchtvervoer
63731000-2,Beheer van luchthaven
63731100-3,Coördinatiediensten voor luchthavenslots
63732000-9,Luchtverkeersleidingsdiensten
63733000-6,Bijtanken van vliegtuigen
63734000-3,Aanbieden van loodsen
64000000-6,Post- en telecommunicatiediensten
64100000-7,Post- en koeriersdiensten
64110000-0,Postdiensten
64111000-7,Postdiensten voor kranten en tijdschriften
64112000-4,Brievenpostdienst
64113000-1,Pakketpostdienst
64114000-8,Postkantoordiensten
64115000-5,Verhuur van postbussen
64116000-2,Poste-restantediensten
64120000-3,Koeriersdiensten
64121000-0,Multimodale koeriersdiensten
64121100-1,Postbezorging
64121200-2,Pakketbezorging
64122000-7,Interne kantoorbodediensten
64200000-8,Telecommunicatiediensten
64210000-1,Telefoon- en datatransmissiediensten
64211000-8,Openbaretelefoondiensten
64211100-9,Lokale telefoondiensten
64211200-0,Interlokale telefoondiensten
64212000-5,Mobieletelefoondiensten
64212100-6,Sms-diensten
64212200-7,Ems-diensten
64212300-8,Mms-diensten
64212400-9,Wireless Application Protocol (WAP)-diensten
64212500-0,General Packet Radio Services (GPRS)-diensten
64212600-1,EDGE-diensten (verbeterde data voor gsm-ontwikkeling)
64212700-2,Universal Mobile Telephone System (UMTS)-diensten
64212800-3,Providerdiensten voor munt- of kaarttelefoons
64212900-4,Providerdiensten voor prepaid telefoonkaart
64213000-2,Gemeenschappelijke telefoonnetwerkdiensten voor ondernemingen
64214000-9,Specifieke telefoonnetwerkdiensten voor ondernemingen
64214100-0,Verhuur van satellietverbindingen
64214200-1,Telefooncentralediensten
64214400-3,Verhuur van communicatielijnen over land
64215000-6,IP-telefoondiensten
64216000-3,Elektronische berichten- en informatiediensten
64216100-4,Elektronische berichtendiensten
64216110-7,Diensten voor elektronische gegevensuitwisseling
64216120-0,E-maildiensten
64216130-3,Telexdiensten
64216140-6,Telegrafiediensten
64216200-5,Elektronische informatiediensten
64216210-8,Diensten voor informatie met toegevoegde waarde
64216300-6,Teletekstdiensten
64220000-4,"Telecommunicatiediensten, met uitzondering van telefoon en datatransmissie"
64221000-1,Interconnectiediensten
64222000-8,Telewerkdiensten
64223000-5,Semafoondiensten
64224000-2,Teleconferentiediensten
64225000-9,Lucht-grondtelecommunicatiediensten
64226000-6,Telematicadiensten
64227000-3,Geïntegreerde telecommunicatiediensten
64228000-0,Transmissie van televisie- en radioprogramma's
64228100-1,Transmissie van televisieprogramma's
64228200-2,Transmissie van radioprogramma's
65000000-3,Openbare voorzieningen
65100000-4,Waterdistributie en aanverwante diensten
65110000-7,Waterdistributie
65111000-4,Drinkwaterdistributie
65120000-0,Exploitatie van een waterzuiveringsinstallatie
65121000-7,Waterdemineralisatiediensten
65122000-0,Waterontziltingsdiensten
65123000-3,Wateronthardingsdiensten
65130000-3,Exploitatie van watervoorziening
65200000-5,Gasdistributie en aanverwante diensten
65210000-8,Gasdistributie
65300000-6,Elektriciteitsdistributie en aanverwante diensten
65310000-9,Elektriciteitsdistributie
65320000-2,Exploitatie van elektrische installaties
65400000-7,Andere bronnen van energievoorziening en -distributie
65410000-0,Exploitatie van een energiecentrale
65500000-8,Diensten voor het aflezen van meters
66000000-0,Financiële en verzekeringsdiensten
66100000-1,Diensten op het gebied van banken en investeringen
66110000-4,Bankdiensten
66111000-1,Diensten van centrale banken
66112000-8,Depositozaken
66113000-5,Kredietverlening
66113100-6,Diensten op het gebied van micro-kredietverstrekking
66114000-2,Financiële leasing
66115000-9,Diensten voor internationale betalingsboekingen
66120000-7,Investment banking en aanverwante diensten
66121000-4,Diensten in verband met fusies en overnamen
66122000-1,Financiële diensten i.v.m. vennootschappen en participaties
66130000-0,Courtage en daarmee verband houdende diensten voor effecten en goederen
66131000-7,Diensten van effectenmakelaars
66131100-8,Pensioenbelegging
66132000-4,Courtagediensten voor goederen
66133000-1,Verwerkings- en clearingsdiensten
66140000-3,Portefeuillebeheer
66141000-0,Beheer van pensioenfonds
66150000-6,Diensten in verband met het beheer van financiële markten
66151000-3,Operationele diensten kapitaalmarkt
66151100-4,Detailhandelsdiensten voor elektronische handel
66152000-0,Toezichtdiensten kapitaalmarkt
66160000-9,Diensten voor trust en inbewaringstelling
66161000-6,Trustdiensten
66162000-3,Inbewaringstellingsdiensten
66170000-2,"Diensten op het gebied van financiële consultancy, financiële transacties en clearing"
66171000-9,Diensten voor financieel advies
66172000-6,Afhandelen van financiële transacties en clearingsdiensten
66180000-5,Diensten voor het wisselen van valuta's
66190000-8,Courtagediensten voor leningen
66500000-5,Diensten op het gebied van verzekeringen en pensioenen
66510000-8,Verzekeringsdiensten
66511000-5,Levensverzekeringen
66512000-2,Ongevallen- en ziektekostenverzekeringen
66512100-3,Ongevallenverzekeringen
66512200-4,Ziektekostenverzekeringen
66512210-7,Vrijwillige ziektekostenverzekeringen
66512220-0,Medische verzekeringen
66513000-9,Diensten voor rechtsbijstands- en allriskverzekeringen
66513100-0,Rechtsbijstandsverzekeringen
66513200-1,Allriskverzekeringen voor aannemers
66514000-6,Vrachtverzekering en verzekering in verband met vervoer
66514100-7,Verzekering in verband met vervoer
66514110-0,Verzekeringen voor motorvoertuigen
66514120-3,"Verzekeringen voor schepen, luchtvaartuigen en andere vervoermiddelen"
66514130-6,Verzekeringen voor spoorwegen
66514140-9,Verzekeringen voor vliegtuigen
66514150-2,Verzekeringen voor schepen
66514200-8,Vrachtverzekeringen
66515000-3,Verzekeringen tegen schade of verlies
66515100-4,Brandverzekeringen
66515200-5,Opstalverzekeringen
66515300-6,Verzekeringen tegen slecht weer en financieel verlies
66515400-7,Slechtweerverzekeringen
66515410-0,Verzekeringen tegen financieel verlies
66515411-7,Verzekeringen tegen geldelijk verlies
66516000-0,Aansprakelijkheidsverzekeringen
66516100-1,Aansprakelijkheidsverzekeringen voor motorvoertuigen
66516200-2,Aansprakelijkheidsverzekeringen voor vliegtuigen
66516300-3,Aansprakelijkheidsverzekeringen voor schepen
66516400-4,Algemene aansprakelijkheidsverzekeringen
66516500-5,Verzekeringen tegen beroepsaansprakelijkheidsrisico's
66517000-7,Krediet- en borgstellingsverzekeringsdiensten
66517100-8,Kredietverzekeringen
66517200-9,Borgstellingsverzekeringen
66517300-0,Risicobeheersverzekeringen
66518000-4,Diensten van verzekeringsmakelaars en -agentschappen
66518100-5,Verzekeringsmakelaarsdiensten
66518200-6,Verzekeringsagentdiensten
66518300-7,Afwikkelingsdiensten schadegevallen
66519000-1,"Verzekeringsdiensten voor technische installaties, aanvullende, algemene, verlies- actuariële en nooddienstverzekeringen"
66519100-2,Verzekeringen voor olie- of gasplatforms
66519200-3,Verzekeringen voor technische installaties
66519300-4,Aanvullende verzekeringen
66519310-7,Verzekeringsadviesdiensten
66519400-5,Gewone afwikkelingsdiensten
66519500-6,Schadeafwikkelingsdiensten
66519600-7,Actuariële diensten
66519700-8,Administratie in verband met berging
66520000-1,Pensioendiensten
66521000-8,Individuele pensioenen
66522000-5,Pensioenen (groepsregelingen)
66523000-2,Pensioenfondsadviesdiensten
66523100-3,Administratie voor pensioenfonds
66600000-6,Kasdiensten
66700000-7,Herverzekeringen
66710000-0,Herverzekeringen levensverzekering
66720000-3,Herverzekeringen ongevallen- en ziektekostenverzekering
70000000-1,Makelaarsdiensten
70100000-2,Makelaarsdiensten voor onroerend goed in eigen beheer
70110000-5,Projectontwikkelaarsdiensten
70111000-2,Projectontwikkeling voor woningen
70112000-9,Projectontwikkeling voor onroerend goed anders dan woningen
70120000-8,Kopen en verkopen van onroerend goed
70121000-5,Kopen of verkopen van gebouwen
70121100-6,Verkopen van gebouwen
70121200-7,Kopen van gebouwen
70122000-2,Kopen of verkopen van grond
70122100-3,Verkopen van land
70122110-6,Verkopen van onbebouwd land
70122200-4,Kopen van land
70122210-7,Aankopen van onbebouwd land
70123000-9,Verkopen van onroerend goed
70123100-0,Verkopen van voor bewoning bestemd onroerend goed
70123200-1,Verkopen van niet voor bewoning bestemd onroerend goed
70130000-1,Verhuur van onroerend goed in eigen beheer
70200000-3,Verhuur of leasing van eigen onroerend goed
70210000-6,Residential property renting or leasing services
70220000-9,Verhuur of leasing van niet voor bewoning bestemde eigen gebouwen
70300000-4,Makelaarsdiensten op honorarium- of contractbasis
70310000-7,Verhuur of verkoop van gebouwen
70311000-4,Verhuur of verkoop van gebouwen voor bewoning
70320000-0,Verhuur of verkoop van grond
70321000-7,Grondverhuur
70322000-4,Verhuur of verkoop van onbebouwd land
70330000-3,Beheer van onroerend goed op honorarium- of contractbasis
70331000-0,Beheer van voor bewoning bestemd onroerend goed
70331100-1,Beheer van instellingen
70332000-7,Beheer van niet voor bewoning bestemd onroerend goed
70332100-8,Beheer van grond
70332200-9,Beheer van onroerend goed voor commerciële doeleinden
70332300-0,Diensten voor industrieel onroerend goed
70333000-4,Huisvestingsdiensten
70340000-6,Timesharingdiensten
71000000-8,"Dienstverlening op het gebied van architectuur, bouwkunde, civiele techniek en inspectie"
71200000-0,Dienstverlening op het gebied van architectuur en dergelijke
71210000-3,Architectonische adviezen
71220000-6,Maken van bouwkundige ontwerpen
71221000-3,Diensten door architectenbureaus voor gebouwen
71222000-0,Diensten door architectenbureaus voor buitenvoorzieningen
71222100-1,Karteringsdiensten voor stedelijke gebieden
71222200-2,Karteringsdiensten voor plattelandsgebieden
71223000-7,Diensten door architectenbureaus voor uitbreidingsverbouwingen
71230000-9,Organisatie van een architectenprijsvraag
71240000-2,"Dienstverlening op het gebied van architectuur, bouwkunde en planning"
71241000-9,"Haalbaarheidsstudie, adviesverlening, analyse"
71242000-6,"Project- en ontwerpvoorbereiding, kostenraming"
71243000-3,Ontwerpplannen (systemen en integratie)
71244000-0,Kostenberekening en -bewaking
71245000-7,"Plannen ter goedkeuring, werktekeningen en specificaties"
71246000-4,Bepalen en opsommen van hoeveelheden in de bouw
71247000-1,Toezicht op bouwwerkzaamheden
71248000-8,Toezicht op plannen en documentatie
71250000-5,"Dienstverlening van architecten en bouwkundigen, en controles"
71251000-2,Architecten- en bouwinspectiediensten
71300000-1,Dienstverlening door ingenieurs
71310000-4,Adviezen inzake techniek en bouw
71311000-1,Adviezen inzake bouwkunde
71311100-2,Ondersteunende diensten voor bouwkunde
71311200-3,Adviezen inzake transportsystemen
71311210-6,Adviezen inzake wegenbouw
71311220-9,Dienstverlening voor wegenbouwtechniek
71311230-2,Dienstverlening voor spoorwegenbouwtechniek
71311240-5,Dienstverlening voor luchthavenbouwtechniek
71311300-4,Adviezen inzake infrastructuur
71312000-8,Bouwkundig advies
71313000-5,Advies inzake milieutechniek
71313100-6,Advies inzake bestrijding van geluidsoverlast
71313200-7,Advies inzake geluidsisolatie- en akoestiek-projecten
71313400-9,Milieueffectbeoordeling voor bouwwerkzaamheden
71313410-2,Risicobeoordeling voor bouwwerkzaamheden
71313420-5,Milieunormen voor de bouw
71313430-8,Analyse van milieu-indicatoren voor de bouw
71313440-1,Milieueffectbeoordelingsdiensten voor de bouw
71313450-4,Milieutoezicht voor bouwwerkzaamheden
71314000-2,Energie en aanverwante diensten
71314100-3,Elektriciteitsdiensten
71314200-4,Energiebeheer
71314300-5,Advies inzake efficiënt energiegebruik
71314310-8,Diensten in verband met warmtetechniek voor gebouwen
71315000-9,Technische installaties in gebouwen
71315100-0,Advies inzake ruwbouw
71315200-1,Bouwadvies
71315210-4,Advies inzake bouwdiensten
71315300-2,Bouwinspectiediensten
71315400-3,Gebouwinspectiediensten
71315410-6,Inspectie van ventilatiesysteem
71316000-6,Advies inzake telecommunicatie
71317000-3,Advies inzake beveiliging en risicobeheersing
71317100-4,Advies inzake brand- en explosiebeveiliging en -controle
71317200-5,Gezondheids- en veiligheidsdiensten
71317210-8,Advies inzake gezondheid en veiligheid
71318000-0,Technische advies- en raadgevingsdiensten
71318100-1,Diensten in verband met de uitvoering van verlichtings- en daglichtvoorzieningsprojecten
71319000-7,Dienstverlening door deskundige getuigen
71320000-7,Technische ontwerpdiensten
71321000-4,Technische ontwerpdiensten voor mechanische en elektrische installaties voor gebouwen
71321100-5,Diensten voor bouweconomie
71321200-6,Ontwerpen van verwarmingssysteem
71321300-7,Adviesdiensten voor loodgieterswerk
71321400-8,Adviesdiensten voor ventilatie
71322000-1,Technische ontwerpen voor constructie van civieltechnische werken
71322100-2,Diensten voor het uittrekken van hoeveelheden voor civieltechnische installaties
71322200-3,Ontwerpen van pijpleidingen
71322300-4,Brugontwerpdiensten
71322400-5,Damontwerpdiensten
71322500-6,Technische ontwerpen van verkeersinstallaties
71323000-8,Technisch ontwerpen voor bedrijfsprocessen en -productie
71323100-9,Ontwerpen van elektriciteitssystemen
71323200-0,Ontwerpen van installaties
71324000-5,Diensten voor het uittrekken van hoeveelheden
71325000-2,Ontwerpen van fundering
71326000-9,Aanvullende bouwdiensten
71327000-6,Ontwerpen van draagconstructies
71328000-3,Berekenen van draagconstructieontwerpen
71330000-0,Diverse technische dienstverlening
71331000-7,Technische dienstverlening op het gebied van boorspoeling
71332000-4,Geotechnische diensten
71333000-1,Werktuigbouwkundige diensten
71334000-8,Werktuigbouwkundige en elektrotechnische diensten
71335000-5,Technische onderzoeken
71336000-2,Diensten voor technische ondersteuning
71337000-9,Technische dienstverlening op het gebied van corrosie
71340000-3,Geïntegreerde technische diensten
71350000-6,Dienstverlening inzake wetenschappen en techniek
71351000-3,"Geologie, geofysica en andere vormen van wetenschappelijke prospectie"
71351100-4,Kernpreparatie en -analyse
71351200-5,Geologische en geofysische adviezen
71351210-8,Advies inzake geofysica
71351220-1,Geologische advisering
71351300-6,Micropaleontologische analyse
71351400-7,Analyse op het gebied van de petrofysica
71351500-8,Bodemonderzoeksdiensten
71351600-9,Weervoorspellingsdiensten
71351610-2,Meteorologische diensten
71351611-9,Klimatologische diensten
71351612-6,Hydrometereologische diensten
71351700-0,Wetenschappelijke prospectiediensten
71351710-3,Geofysische prospectiediensten
71351720-6,Geofysische meetwerkzaamheden van archeologische vindplaatsen
71351730-9,Geologische prospectie
71351800-1,Diensten voor topografie en waterscheiding
71351810-4,Topografische diensten
71351811-1,Topografische opmeetwerkzaamheden van archeologische vindplaatsen
71351820-7,Wateropsporingsdiensten
71351900-2,"Geologische, oceanografische en hydrologische diensten"
71351910-5,Geologische diensten
71351911-2,Fotogeologische diensten
71351912-9,Diensten voor stratigrafische geologie
71351913-6,Diensten voor geologische prospectie
71351914-3,Archeologische diensten
71351920-2,Oceanografische en hydrologische diensten
71351921-2,Diensten voor estuariumoceanografie
71351922-2,Diensten voor fysische oceanografie
71351923-2,Diensten voor bathymetrische metingen
71351924-2,Diensten inzake onderwaterexploratie
71352000-0,Diensten voor ondergronds onderzoek
71352100-1,Seismische diensten
71352110-4,Seismografische onderzoeksdiensten
71352120-7,Registratie van seismische gegevens
71352130-0,Verzamelen van seismische gegevens
71352140-3,Seismische verwerkingsdiensten
71352300-3,Magnetometrische onderzoeksdiensten
71353000-7,Oppervlakteonderzoek
71353100-8,Hydrografisch onderzoek
71353200-9,Dimensionaal onderzoek
71354000-4,Cartografiediensten
71354100-5,Digitale kartering
71354200-6,Luchtkarteringsdiensten
71354300-7,Diensten voor kadastraal onderzoek
71354400-8,Hydrografische diensten
71354500-9,Diensten voor marien onderzoek
71355000-1,Landmeetkundige diensten
71355100-2,Fotogrammetriediensten
71355200-3,Topografische opmetingen
71356000-8,Technische diensten
71356100-9,Technische controlediensten
71356200-0,Technische bijstandsdiensten
71356300-1,Technische ondersteuningsdiensten
71356400-2,Technische planningsdiensten
71400000-2,Dienstverlening op het gebied van stedenbouw en landschapsarchitectuur
71410000-5,Stedenbouw
71420000-8,Landschapsarchitectuurdiensten
71421000-5,Landschaps- en tuinaanlegdiensten
71500000-3,Diensten in verband met de bouw
71510000-6,Terreinonderzoek
71520000-9,Toezicht op uitvoering van de bouw
71521000-6,Toezicht op de bouwplaats
71530000-2,Bouwadviezen
71540000-5,Coördinatie van bouwwerkzaamheden
71541000-2,Bouwprojectenbeheer
71550000-8,Smederijdiensten
71600000-4,"Diensten voor technische testen, analyse en adviezen"
71610000-7,Testen en analyseren van samenstelling en zuiverheid
71620000-0,Analysediensten
71621000-7,Diensten voor technische analyse of adviezen
71630000-3,Technische controle- en testdiensten
71631000-0,Technische inspectiediensten
71631100-1,Diensten voor keuring van machines
71631200-2,Technische controle van motorvoertuigen
71631300-3,Technische controle van gebouwen
71631400-4,Technische controle van technische installaties
71631420-0,Inspectiediensten voor maritieme veiligheid
71631430-3,Lektestdiensten
71631440-6,Debietmeetdiensten
71631450-9,Bruginspectiediensten
71631460-2,Daminspectiediensten
71631470-5,Diensten voor keuring van rails
71631480-8,Wegeninspectiediensten
71631490-1,Inspectiediensten voor start/landingsbanen
71632000-7,Technische testdiensten
71632100-8,Testen van kleppen
71632200-9,Uitvoeren van niet-destructieve proeven
71700000-5,Meet- en controlediensten
71730000-4,Industriële inspectiediensten
71731000-1,Diensten voor industriële kwaliteitscontrole
71800000-6,Adviesdiensten voor watervoorziening en afval
71900000-7,Laboratoriumdiensten
72000000-5,"IT-diensten: adviezen, softwareontwikkeling, internet en ondersteuning"
72100000-6,Advies inzake hardware
72110000-9,Advies inzake hardwarekeuze
72120000-2,Advies inzake calamiteitenherstel bij hardware
72130000-5,Advies over planning computerlocatie
72140000-8,Advies over acceptatietest computerhardware
72150000-1,Advies over computeraudit en -hardware
72200000-7,Softwareprogrammering en -advies
72210000-0,Programmering van softwarepakketten
72211000-7,Programmering van systeem- en gebruikerssoftware
72212000-4,Programmering van toepassingssoftware
72212100-0,Diensten voor ontwikkeling van speciale software voor de industrie
72212110-3,Diensten voor ontwikkeling van software voor verkooppunten
72212120-6,Diensten voor ontwikkeling van software voor vluchtbesturing
72212121-3,Diensten voor ontwikkeling van software voor luchtverkeersleiding
72212130-9,Diensten voor ontwikkeling van software voor grondondersteuning in de luchtvaart en testsoftware
72212131-6,Diensten voor ontwikkeling van software voor grondondersteuning in de luchtvaart
72212132-3,Diensten voor ontwikkeling van testsoftware voor de luchtvaart
72212140-2,Diensten voor ontwikkeling van software voor spoorwegverkeersleiding
72212150-5,Diensten voor ontwikkeling van software voor industriële controle
72212160-8,Diensten voor ontwikkeling van bibliotheeksoftware
72212170-1,Diensten voor ontwikkeling van conformiteitssoftware
72212180-4,Diensten voor ontwikkeling van medische software
72212190-7,Diensten voor ontwikkeling van onderwijssoftware
72212200-1,"Diensten voor ontwikkeling van software voor netwerken, internet en intranet"
72212210-4,Diensten voor ontwikkeling van software voor netweken
72212211-1,Diensten voor ontwikkeling van software voor platforminterconnectiviteit
72212212-8,Diensten voor ontwikkeling van software voor optical jukebox server
72212213-5,Diensten voor ontwikkeling van software voor verbetering van besturingssysteem
72212214-2,Diensten voor ontwikkeling van software voor netwerkbesturingssysteem
